-1.684667946323041843e-01 -3.080819380157352738e-02 -1.726496693476986311e+00
1.551089679645841768e+00 1.194697570668284081e+00 1.103700795479296337e+00
1.793843390854934716e+00 -1.457463260184578002e-01 -1.618570525611480626e+00
1.259655939288088611e+00 2.176472303728186342e-01 3.224784110432191708e-01
1.632284666601146350e+00 -2.018978642131552814e-01 6.169013793575704729e-02
3.214426788506948851e-01 1.955710930766126066e-01 1.798094328963641964e+00
1.385345852667333233e+00 -6.246164101269917612e-01 -1.353750912311426635e+00
1.769134579522702033e-01 1.224398792292746840e+00 -5.971591845516537322e-01
1.761240463551021707e+00 2.602494026390752557e-01 5.671680674346112339e-01
1.702634216381885945e+00 -5.661984221072895451e-01 -2.932004184921196410e-01
-1.011171342177197507e+00 -6.806200629281818903e-01 1.507942142421133447e+00
-6.209900109779609156e-01 7.279865544232761998e-01 -9.034106038096206825e-01
2.156717509326422089e-01 2.457002629002149330e-01 -9.348303897690519726e-01
3.957070945309991705e-01 -2.478400713661843002e-01 2.086099827204609181e+00
1.999752942484823715e-01 -3.481132836497070615e-01 -1.853193592303798098e+00
9.326874562162940085e-01 2.215000653522702923e-03 -1.258957227657262756e-01
-8.582264621872018884e-01 -2.408653119615522809e-01 6.782709313483771263e-01
2.271234564858467531e-01 8.116044416745317180e-01 -1.367068983694396556e+00
4.918885489182982518e-01 8.729069020458769812e-02 1.838683954189429981e+00
-1.941355994777937410e-01 -8.982947674217399425e-02 -3.340059583785052189e-01
-1.095326188980470850e+00 -6.648644488475969894e-01 -1.460843276713486683e+00
-1.167543615868809948e+00 -1.268048635719524198e+00 -1.687892594321654949e+00
-1.897495991452308628e+00 3.659322114651181179e-01 2.391527818864269961e-01
-1.923777911486202474e-01 -1.589795068370168707e+00 6.289741554930249057e-02
-1.233072863562290900e-01 -3.574207195091898548e-01 1.065254284278126296e+00
-5.244723586151464612e-02 -9.512077627888830544e-02 -5.574605703244998045e-01
-1.237911795725105790e+00 -1.706421434140284465e-01 7.068548341131293267e-01
-1.961636133050102204e+00 -1.841772344146572316e+00 6.235356196560530584e-02
4.129647769665069357e-02 -6.754047999326032725e-01 3.479366671249453646e-01
3.535442821775783839e-01 -5.499933508366594559e-01 2.546349093094746330e-02
5.703024723328691259e-01 -6.716130150165680046e-01 2.057037024079199361e-01
-9.511137656579040645e-01 2.079825797335351223e-01 -3.005908605290598390e-02
4.451401307484624259e-01 3.005742402180565653e-01 -1.525753319881412995e-01
7.960034138791272085e-01 4.052162792556835980e-01 -7.925486410219673150e-01
8.139390730388982309e-01 1.162503236599019996e+00 -1.975267716371505111e+00
-1.889768055057637675e+00 -1.004380001278909251e+00 -1.456965072379112103e+00
-1.427506839075274092e+00 7.012493401404518156e-01 9.987683774959457139e-01
-2.941437973853348042e-01 -1.046697442857389859e+00 -4.328445408311630271e-01
-6.721680373797185304e-01 8.149525095748326731e-01 -1.822404591887795133e+00
-1.029660295403336256e+00 1.115804916496785371e-01 -2.581814938144508798e-01
2.018380133915618657e+00 -6.185868220304584497e-01 -1.138855393991280579e-01
1.822292534814349718e+00 -5.637392333614377193e-01 -8.317070089505187447e-01
5.588415953990106821e-01 1.825032379235482560e+00 5.731669370452473489e-01
4.091340893593730654e-01 1.198373756516784905e+00 -1.756490745871294834e+00
-4.909597585657368146e-01 -8.130365008054019071e-01 1.806667761503167435e+00
-1.531707733574336094e+00 -2.391494367719272651e-01 -9.831488092313301896e-01
-6.667215770557323173e-01 1.858227342706472995e-01 -2.550087727310298424e-01
-1.714637785477373666e-01 8.550419838782773452e-01 -1.231990449289734668e+00
1.923730036379025066e+00 -2.870039790268498203e-01 -1.646793758925597650e+00
-7.935399017209594508e-01 7.687403241694396039e-01 4.339081236853865875e-02
-6.758242534609835150e-01 8.672373654397185216e-01 -1.467494612853689429e+00
-3.544547129713870870e-01 -1.055405265634066891e+00 -1.286095679723665341e+00
2.062622214417318689e-01 -1.655276434360072046e-01 -1.459385884718303050e-01
1.305107289542948745e+00 1.172771740274855867e+00 -1.060086647582985986e+00
-2.018392546565634660e-01 -1.647580261514755895e+00 -8.043537868403677349e-01
-6.609687970658227885e-01 -5.599902035248215393e-01 -2.295342296173180863e+00
-1.115014761327094872e+00 -2.810021752827281394e-01 -9.610442694356787774e-01
-1.552064787364692222e+00 3.146954700758016199e-01 -8.274624318391241573e-01
-1.768764164950262119e+00 7.983053352068193442e-01 -1.750202754227228708e+00
-7.245668809557433976e-01 -1.200228570399977102e+00 -1.591954259369008584e+00
4.345350306727860934e-01 2.200977017455403861e-01 1.527931958963958947e-01
1.155996286880947854e-01 -7.125824881031118663e-01 4.750339916134037055e-01
-1.462966165308507982e+00 -4.707083997144769771e-01 1.514198002103690266e+00
-3.950382333126385426e-01 -1.278929666653954245e+00 1.195166892016751303e+00
-1.840411721502204223e+00 1.161977823711645597e+00 2.106309609135825212e-01
-2.864912408264513877e-02 -1.117973381459320681e+00 -1.950338783121846387e+00
-3.668778383385358499e-02 1.104467551485393662e+00 -1.831592272504123153e+00
-1.063515398740646933e+00 1.750761177871769325e+00 1.662423865677510104e+00
-1.496897450265710861e+00 -1.069727696689165120e+00 -9.284386011996561550e-01
-1.129268231139073375e+00 -1.980629024296077567e+00 -3.295842574840920913e-01
-7.413480071844097408e-01 1.679102888895997570e+00 -6.778661659640315695e-02
-1.110917874779074443e+00 -1.719428639559927419e+00 -6.992341354451779845e-01
2.277989481076213574e-01 -9.349600473877747175e-01 -6.617776499500642728e-01
7.786919164233757629e-01 2.484023546830861073e-01 -8.103407739026177170e-01
5.963427248146575543e-01 -1.402289788928147596e+00 4.342292042789396289e-01
1.024280045849631726e+00 -2.010868572812457344e+00 4.626621868950615557e-01
-2.835134576771207726e-01 1.900885240477677984e-01 -5.542345810566894349e-01
-1.072067041562031475e+00 4.416463986727475755e-01 -4.524485657586848619e-01
-1.566765883339020504e-01 1.994814527255128755e-02 -1.483985717200140275e+00
-1.068482341182297235e+00 -5.134874450216698749e-01 2.631970634748461157e-01
-1.195275014801970848e+00 -1.705386023332526424e+00 -7.651614606731940715e-02
1.178192534531577795e+00 7.032180162103912613e-01 3.611874834048131588e-01
-3.533559521814615412e-01 -1.933739735297915319e+00 -8.854702464660027528e-02
1.210673419493265013e-01 1.032783856882922402e+00 8.407430782738173347e-01
1.299476023338419717e+00 1.990937022793253020e+00 -1.075680607088601803e+00
2.304775754381829689e+00 -6.640893365744710009e-01 -1.447379974397479785e+00
1.593864669683280111e+00 -9.100123062039268129e-01 1.963195673477115877e+00
1.022436169638992975e+00 -4.351011485468689322e-01 2.461032073533234166e-02
3.710668798078946007e-01 -1.982551633177789929e+00 -1.524714025649657412e+00
1.885283687334571745e+00 1.207325029765372815e+00 -1.319054004533197544e+00
9.861640195214135263e-01 3.492642335581344071e-01 -1.637757229159257033e+00
-1.098484819402304913e+00 6.239830890724767931e-02 -8.494451293232079259e-01
-3.561220365744414695e-01 1.887971613920270686e+00 1.033524400010589872e+00
8.006707501433749652e-01 -1.105353894476440280e+00 -1.408960165736821146e+00
1.798377879368337817e+00 -1.918342803796680984e+00 4.024795651136907626e-01
2.506179746982808432e-01 -1.722964031268629848e+00 -9.869793869120576657e-01
-5.116834196187431960e-01 -9.861157400851180421e-01 7.730534831213976554e-01
